Movie Name,Rating,Rating Count
S.M.A.R.T Chase,4.4,4671
Sitting in Limbo,6,32
State of Play,7.1,156934
Swiped,2.8,12697
The Darkest Hour,4.9,62980
The Lovely Bones,6.6,176211
The Sweetest Thing,5.2,61265
The Whole Nine Yards,6.7,125592
The Whole Truth,6.2,31490
The Yeti Adventures,9,46
Under Siege,6.5,92784
Zack and Miri Make a Porno,6.5,180833
The Disciple,7.1,2950
The Innocent,6.8,2934
The Mitchells vs. The Machines,7.6,120890
The Strangers: Prey at Night,5.2,33240
The Unremarkable Juanquini,4.3,197
Things Heard & Seen,5.3,34671
Get the Grift,5.3,835
Headspace Guide to Sleep,8.9,32
Sexify,7.3,64791
Battle: Los Angeles,4.9,107
Between Worlds,3.9,7693
Fatma,7.3,65
One,6.4,22520
Ram Prasad Ki Tehrvi,7.5,5949
Among Family,7.6,25292
Dedemin Fisi,5.6,3880
Deliha,4.6,4772
Düğün Dernek,7,23285
Dügün Dernek 2: Sünnet,6.3,10996
G.O.R.A,8,65377
Hayat Öpücügü,5.9,1344
Heroes: Silence and Rock & Roll,7.5,728
Kara Bela,6.7,9460
Kocan Kadar Konus,6.1,5366
Kocan Kadar Konus 2: Dirilis,6.1,5366
Legal Hash,6.2,4224
My Travel Buddy,6.1,7290
Niyazi Gül Dörtnala,4.5,3417
One Like It,4.5,296
Perfume Imaginary Museum “Time Warp”,6.4,30
Shadow and Bone,7.6,109012
This Lady Called Life,7.4,73
Vizontele,8,38043
HOMUNCULUS,5.5,3458
Life in Color with David Attenborough,8.9,33703
Searching For Sheela,4.3,1486
Stowaway,5.6,50122
Wild Dog,6.1,2410
Oloibiri,5.2,192
Tell Me When,5.7,1130
Zero,7.4,312773
Motu Patlu Dino Invasion,4.7,7
Motu Patlu in Octupus World,8.8,8
Rudra: Secret of the Black Moon,6,10736
Rudra: The Rise of King Pharaoh,3.8,14394
Free to Play,7.6,13535
Luis Miguel - The Series,8.1,4984
Miss Sloane,7.5,79958
Delhi Belly,7.5,31405
Dhobi Ghat (Mumbai Diaries),7,13562
Jaane Tu... Ya Jaane Na,7.4,27781
Lagaan,8.1,118303
Madness in the Desert,5.5,2418
Peepli Live,7.4,12582
Taare Zameen Par,8.3,201798
Ajeeb Daastaans,6.7,6192
Arlo the Alligator Boy,6.4,1217
Barbie & Chelsea: The Lost Birthday,7.1,340985
Crimson Peak,6.5,154832
Dad Stop Embarrassing Me - The Afterparty,4.3,2093
Four Sisters Before the Wedding,6.1,261
Into the Beat,5.3,1514
Rush,8.1,500110
Synchronic,6.2,38096
The Zookeeper's Wife,7,45472
Time Trap,6.2,41311
Tuesdays & Fridays,4.5,868
Dark City Beneath the Beat,6.8,160
Durarara!!,7.8,7701
GANTZ:O,7.1,16184
Garth Brooks: The Road I’m On,7.4,333
Next in Fashion,7.3,4909
Only Mine,5.4,10
Peasants Rebellion,6.9,18
Power Players,8,17
Ricky Zoom,6.5,106
Ride or Die,5.6,2338
The Master,7.1,182224
Time Is Illmatic,7,3298
Wave of Cinema: One Day We'll Talk About Today,7.3,1377
Zoot Suit,6.7,1312
Dad Stop Embarrassing Me!,4.3,2093
Fate: The Winx Saga,6.8,54408
House of Cards,6,698
Indian Matchmaking,6.3,4321
Jeffrey Epstein: Filthy Rich,7.1,27013
Law School,6.7,801
Living with Yourself,7.2,34457
Signal,6,68164
Slasher,6.3,31
The Soul,6.6,3195
Uppena,6.5,4176
Why Did You Kill Me?,5.6,4602
Motu Patlu in the City of Gold,4.5,7
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,7.7,36
Motu Patlu the Superheroes – Super Villains from Mars,7.8,6
New Gods: Nezha Reborn,6.8,3681
"Nicky, Ricky, Dicky & Dawn",7.1,264402
Don't be the First one,5.5,50094
The Stand-In,4.7,3936
Heaven Official's Blessing,8.2,2130
Night in Paradise,6.8,8233
Ojukokoro: Greed,6.6,67
Roohi,4.3,10708
Thunder Force,4.5,44452
Two Distant Strangers,6.9,18533
Story of Kale: When Someone's in Love,6.4,324
The Way of the Househusband,6.2,99
Dolly Parton: A MusiCares Tribute,5.2,2937
The Big Day,4.2,511
The Wedding Coach,6.3,697
This Is a Robbery: The World's Biggest Art Heist,6.5,4714
The Last Kids on Earth: Happy Apocalypse to You,7.1,43
Coded Bias,6.8,2651
Mandela,8.4,7947
The Fisherman's Diary,6.4,721
What Lies Below,4.4,8226
Escape from Planet Earth,5.8,26503
Accepted,6.4,137957
Air Strike,3.2,4651
An American Girl: McKenna Shoots for the Stars,5.7,837
Concrete Cowboy,6.3,9494
Cross: Rise of the Villains,2,351
God Calling,6,172
Irul,5.8,3422
Just Say Yes,4.6,2103
Madame Claude,5.4,3843
Wild Child,6.1,62168
Woody Woodpecker,4.2,4597
2012,5.8,390334
3 Idiots,8.4,418973
Ferrari Ki Sawaari,6.4,5743
Glimpses of a Future,8.7,416
Insidious,6.8,329831
Into the Grizzly Maze,5.3,10530
Kingsglaive: Final Fantasy XV,6.7,22781
Legally Blonde,6.4,236196
Madam Chief Minister,4.8,1877
Magical Andes,5.3,615
Maximum Risk,5.5,23428
Murder Maps,6.8,1232
My Fair Lady,7.8,99412
Prank Encounters,4.3,759
S.W.A.T.: Under Siege,4.6,4206
Seven Souls in the Skull Castle: Season Bird,7.5,62
Seven Souls in the Skull Castle: Season Flower,7.5,62
Seven Souls in the Skull Castle: Season Wind,7.5,62
Sniper: Ghost Shooter,5.4,4827
Starship Troopers: Traitor of Mars,5.5,6216
Takers,6.2,64871
Tersanjung the Movie,5.9,235
The Knight and the Princess,5.7,454
The Pianist,8.5,879469
The Stepfather,5.6,37713
Universal Soldier: The Return,4.2,30369
Wazir,7.1,19638
White Boy,6.5,41040
Worn Stories,7.1,11039
Yes Man,6.8,375923
At Eternity's Gate,6.9,38458
Haunted: Latin America,5.3,652
Not a Game,5.6,614
Robocar Poli,6.8,110
Yu-Gi-Oh!,4.9,8913
7 Yards: The Chris Norton Story,7.8,303
Octonauts & the Ring of Fire,6.5,168
Rainbow High,5.6,25
Mandela: Long Walk to Freedom,7.1,28747
Lawless,7.2,249661
Marked,5.9,23695
A Week Away,5.7,5212
Bad Trip,6.5,26770
Big Time Rush,6.4,13712
Black Is Beltza,5.9,367
Croupier,7,22998
Elizabeth and Margaret: Love and Loyalty,7.5,511
Keeping the Bees,5.8,1009
Magic for Humans Spain,7.2,3627
Ni de coña,2.8,428
Pagglait,6.9,9963
Caught by a Wave,5.8,1456
DOTA: Dragon's Blood,7.7,20932
Pui Pui Molcar,6.2,33
Secret Magic Control Agency,6.2,4606
Seaspiracy,8.1,33255
Loyiso Gola: Unlearning,5.9,216
Men on a Mission,5.2,410
Navillera,4.6,23
Philomena,7.6,102691
Any Crybabies Around?,6,205
Hospital,3.2,530
Jiu Jitsu,2.9,9725
Mighty Morphin Power Rangers,5.2,29436
Alien TV,8.5,920668
Country Comfort,6.8,3989
Formula 1: Drive to Survive,8.5,47491
The Yin Yang Master,6.4,5219
Who's the Boss,6.8,592
Deadly Illusions,3.7,13294
Nate Bargatze: The Greatest Average American,7.3,1774
Skylines,4.8,8859
The Fluffy Movie,7.2,3916
The Present,7.6,3527
Catch.er,6.2,10608
Operation Varsity Blues: The College Admissions Scandal,6.9,8821
Under Suspicion: Uncovering the Wesphael Case,6.3,811
Get on Up,6.9,25711
RebellComedy: Straight Outta the Zoo,6.3,2395
Savages,6.4,133087
Waffles + Mochi,7.6,554
Abla Fahita: Drama Queen,6.6,467
C/O Kaadhal,7.7,381
The BFG,6.3,90926
The Last Blockbuster,6.7,6064
Zero Chill,5.7,1690
Audrey,7.1,2387
Çarsi Pazar,5.3,1977
Just In Time,5.3,159
Love Alarm,6.7,6978
Mucize,7.6,13654
Paper Lives,6.6,13198
Paradise PD,6.3,14858
Quiet,7.5,562784
Romantik Komedi,5.3,5283
Romantik Komedi 2: Bekarlığa Veda,5.1,3522
The One,5.9,94722
YES DAY,5.7,28298
You're Everything To Me,5.8,3000
Coven of Sisters,6.4,5548
Generasi 90an: Melankolia,5.6,191
The Block Island Sound,5.4,9005
Dealer,6.5,797
Last Chance U: Basketball,8.3,3345
Marriage or Mortgage,5.3,479
The Houseboat,6.6,9297
Bombay Begums,3.5,846
Bombay Rose,6.4,770
My Way,7.6,12326
Aelay,7,739
Dogwashers,5.7,639
Fate of Alakada,6.8,60
Pokémon Journeys: The Series,7.6,408
Sentinelle,5.2,864
Mariposa,6.7,809
Pacific Rim: The Black,7.1,5872
Parker,6.2,127303
Safe Haven,6.6,114488
Moxie,6.7,27761
Murder Among the Mormons,7,7077
Black or White,6.6,13685
Indoo Ki Jawani,3.3,6546
A Perfect Day For Arsenide,6.8,23109
Banyuki,7.3,32812
Biggie: I Got a Story to Tell,6.8,5433
Blanche Gardin: The All-Nighter,6.6,113271
Connected,6.6,2455
Dances with Wolves,8,281921
How to Be Really Bad,6.3,1452
Rain Man,8,534231
Seven Souls in the Skull Castle 2011,7.5,62
Tenacious D in The Pick of Destiny,6.8,113551
Bigfoot Family,5.8,3341
Captain Fantastic,7.8,229071
Crazy About Her,6.6,6320
Fuga,6.3,1197
Ginny & Georgia - The Afterparty,5.7,5167
No Escape,6.7,90808
Our Idiot Brother,6.4,89828
The Girl on the Train,6.5,195178
Tony Manero,6.8,4476
Who Am I,7.5,60980
El final del paraíso,5.5,104431
Geez & Ann,5.1,322
Age of Samurai: Battle for Japan,7.4,4754
"Blue, Painful, Fragile",6.1,207
Canine Intervention,5.6,89
Ginny & Georgia,5.7,5167
M8 - When Death Rescues Life,7,734
Two Sentence Horror Stories,1.7,13
Brian Regan: On the Rocks,6.4,34878
Made You Look: A True Story About Fake Art,7,4693
Pelé,7,5483
Red,7,318772
Zindagi in Short,7.1,754
The Conjuring 2,7.3,289836
Vincenzo,7.6,135667
Classmates Minus,7.1,1859
I Care a Lot,6.4,140670
Love,6.9,15173
Perú: Tesoro escondido,6.1,588
Pitta Kathalu,6.9,546
Tribes of Europa,7,560
Eeb Allay Ooo!,7.2,1733
No Escape Room,6.4,136008
Sisyphus,7,989
Thus Spoke Kishibe Rohan,7.5,1692
Amend: The Fight for America,6,434
Behind Her Eyes,6.6,16
The Most Unknown,6.6,2203
Animals on the Loose: A You vs. Wild Movie,5.8,1033
Awara Paagal Deewana,6.2,8927
Good Girls,5.9,16167
The Resurrection of Gavin Stone,6.3,2446
Booba,6.8,56
"My Teacher, My Obsession",8.1,60455
The Crew,5.6,6626
Namaste Wahala,5,1613
Monsoon,7.3,26377
Buried by the Bernards,7.2,374
Hate by Dani Rovira,6.7,465
Nadiya Bakes,7.3,297
To All The Boys: Always And Forever,6.3,31099
Xico's Journey,5.2,619
Capitani,5.3,16
El Chema,6.9,337
Growing up and other problems,4.7,802
Layla Majnun,6.1,306
Middle of Nowhere,6.4,3982
Red Dot,5.5,14329
Squared Love,5.1,3726
This Is the Life,7,284
Crime Scene: The Vanishing at the Cecil Hotel,6,19356
The Misadventures of Hedi and Cokeman,4.4,699
The World We Make,5.5,751
Five Came Back: The Reference Films,7.1,2315
ICarly,7.3,54
War Dogs,7.1,240593
Monster Run,5.1,503
Blanche Gardin: I talk to myself,7.9,159
Doob: No Bed of Roses,6.1,2048
Hache,7.6,4633
Invisible City,7.1,15
Little Big Women,7.2,2635
Malcolm & Marie,7.7,99561
Space Sweepers,6.5,27701
"Strip Down, Rise Up",5.5,718
The Last Paradiso,6.3,1151
The Yin-Yang Master: Dream Of Eternity,6.4,5219
All My Friends Are Dead,4.2,77
Black Beach,5.6,1758
Firefly Lane,7.6,35114
Power Rangers Ninja Steel,5.8,1093
"Our Lady of San Juan, Four Centuries of Miracles",6.4,92
Tiffany Haddish Presents: They Ready,6.7,593
Beverly Hills Ninja,5.5,43114
Heartland,6.1,816
My Dead Ex,7.1,3661
Rocks,7.4,5308
Shutter Island,8.2,1398234
The Bank Job,7.2,186770
The House Arrest of Us,5.5,168
The Unsettling,6,58
Total Drama,7.6,114
Zathura,6.2,111730
Zig & Sharko,5.9,1551
Fatima,6.6,3900
Hell Fest,5.5,18569
Below Zero,6.2,20968
Finding ‘Ohana,6.1,11256
The Dig,7.1,79949
We Are: The Brooklyn Saints,4.7,3113
June & Kopi,7.4,2080
50M2,5.6,2222
Accomplice,7.2,410
Kilometers and Kilometers,6.4,1737
Outlander,6.2,77640
Penguin Bloom,6.8,11730
Black Rose,5.2,2497
Hire a Woman,7,38
She Is,4.5,252
Blown Away,6.2,32959
Busted!,2.7,863
Demon Slayer: Kimetsu no Yaiba,7.4,8945
So My Grandma’s a Lesbian!,4.4,1304
The Next Three Days,7.3,202586
The White Tiger,7.1,63919
Friendsgiving,4.4,3521
The Shadow of Violence,6.2,58439
Cut Throat City,4.9,3070
Daughter From Another Mother,8.6,26
Sightless,5.5,9873
Hello Ninja,5.9,138
Homefront,6.5,126662
A Monster Calls,7.4,91738
Death of Me,4.4,7105
Radium Girls,6.3,2142
Bling Empire,5.8,3646
Carmen Sandiego,7.9,6582
Disenchantment,7.9,689
Double Dad,5.6,1460
Henry Danger,5.9,6729
Outside the Wire,5.4,44563
Penguins of Madagascar: The Movie,6.6,98370
Pinkfong & Baby Shark's Space Adventure,5.1,107
The Magicians,6,5856
The Vanished,5.7,11670
Tribhanga - Tedhi Medhi Crazy,6.2,3125
What Would Sophia Loren Do?,6.6,806
Wish You,6.7,1337
Tanda Tanya,7,285
The Heartbreak Club,6.3,217
An Imperfect Murder,2.9,1982
Night Stalker: The Hunt for a Serial Killer,8.7,1326
Al acecho,5,358
Chris Rock Total Blackout: The Tamborine Extended Cut,7,589
Last Tango in Halifax,6.9,56767
"Crack: Cocaine, Corruption & Conspiracy",6.7,3758
The Intouchables,8.5,899473
Apaharan,7.4,5090
BluffMaster!,6.6,6625
Creating The Queen's Gambit,4.4,12
Gangaajal,7.8,17872
Inside the World’s Toughest Prisons,5.2,14
Mighty Little Bheem: Kite Festival,5,23
Pretend It’s a City,8,8193
Stuck Apart,6,11153
The Idhun Chronicles,7.9,614457
100% Halal,6.5,71
Leap!,6.7,23739
Pieces of a Woman,7,54161
Tony Parker: The Final Shot,6.8,1560
History of Swear Words,6.4,5383
Hello Brother,4.6,4525
Korean Pork Belly Rhapsody,7.7,87
QB1: Beyond the Lights,6.8,17128
Playing for Keeps,5.7,30946
Asphalt Burning,5.2,2650
Bad Grandpa .5,6.2,5735
Case 39,6.2,91502
Cobra Kai,7.3,339
Dream Home Makeover,5.7,1506
Eddie Murphy: Raw,7.6,20372
Good Burger,5.8,31162
Headspace Guide to Meditation,8.4,13
Into the Wild,8.1,643750
London Heist,5.1,1247
Mean Girls 2,7.1,408940
Monarca,7.6,7
Mystic Pizza,6.3,31391
Running Man,6.7,161508
The Cat in the Hat Knows a Lot About That!,6.4,735
The Creative Brain,6.3,977
The Haunted Hathaways,5.2,2757
The Minimalists: Less Is Now,5.9,4874
Unknown,6.8,266990
What Happened to Mr. Cha?,6.8,130617
What's Eating Gilbert Grape,7.7,248003
Alaska Is a Drag,6.6,509
Best of Stand-Up 2020,5.6,329
Bobby Jasoos,5.5,2416
Chilling Adventures of Sabrina,7.8,203
Tarung Sarung,6,231
Too Handsome to Handle,6.6,699
Best Leftovers Ever!,5.7,625
Dare Me,7.5,71743
Equinox,5.2,3382
SanPa: Sins of the Savior,4.1,57
Still Game,9.2,1027
The Rope Curse 2,4.8,440
Transformers: War for Cybertron: Earthrise,8.1,877
A Love So Beautiful,6.8,200105
Cops and Robbers,3.9,528
Rango,7.2,284812
Death to 2020,6.7,8
Sakho & Mangane,5,21748
DNA,5.9,1287
Regiment Diaries,6.8,52
The Magic School Bus Rides Again In the Zone,6.3,98
AK vs AK,6.9,14903
Bridgerton,7.4,157587
Isa Pa with Feelings,7.8,411
We Can Be Heroes,4.7,16488
Bridezilla,6.1,60
Cemara's Family,7.7,899
"Hello, Love, Goodbye",7.3,1225
The History of Future Folk,7,3660
The Midnight Sky,5.7,87317
Your Name Engraved Herein,7.3,7309
After We Collided,5,35977
London Hughes: To Catch a D*ck,4.8,341
Lovestruck in the City,5.8,34881
QLIMAX THE SOURCE,7.1,337
Rhyme Time Town Singalongs,8.1,20
Timmy Time,6.8,1263
"Ariana grande: excuse me, i love you",6.4,2842
The Con Is On,3.8,8500
Mohamed Hussein,5.5,124
Rhys Nicholson Live at the Athenaeum,8.3,29
Atlas Shrugged: Part II,4.3,3760
Diamond City,5.8,143
Guest House,4.4,2467
Home for Christmas,5.5,11317
Ma Rainey's Black Bottom,6.9,56581
Ma Rainey's Black Bottom: A Legacy Brought to Screen,6.5,10
Mukhsin,7.3,455
Paava Kadhaigal,8,7008
Rabun,7.6,96
Talentime,7.5,239
An Unremarkable Christmas,3.2,155
Braven,5.9,41324
Eggnoid: Love & Time Portal,6.3,103
Love You to the Stars and Back,7.4,610
Morphle,5.2,29436
Run On,5.9,20646
Sakaling Maging Tayo,6.8,91
Schulz Saves America,7.3,1201
The Wedding Shaman,7.1,173
Anitta: Made In Honório,7,450
BREAK IT ALL: The History of Rock in Latin America,7.6,1357
Bwakaw,7.2,347
How To Ruin Christmas,7,7
Incarnate,5.3,13842
Lee Daniels' The Butler,7.2,118314
Marvel Anime: Wolverine,6.2,1673
Marvel Anime: X-Men,7.1,131
Nocturnal Animals,7.5,294977
The Ripper,6.3,12034
Vir Das: Outside In - The Lockdown Special,6.4,307
Black Ink Crew New York,5.3,509
Pup Academy,6.6,624
Song Exploder,7.4,851
The Challenge,6.7,1166
The Professor and the Madman,7.2,49221
A California Christmas,5.8,10792
Hilda,6.4,344
Tiny Pretty Things,7.3,43643
The Netflix Afterparty: The Best Shows of The Worst Year,3.8,544
Grizzy et les Lemmings,7.1,804
Canvas,6.8,1068
Giving Voice,7,323
The Mess You Leave Behind,5.6,210098
The Prom,5.9,28640
Torbaaz,5.1,17992
Alice in Borderland,6.4,431204
Funny Boy,6.5,970
Futmalls.com,6.6,213
The Panti Sisters,5.7,331
"Kalel, 15",7.1,417
Masameer Classics,8.2,758
Once Upon a Time,7.6,802200
Rose Island,7,23745
The Big Show Show,7.7,219
The Expanding Universe of Ashley Garcia,6.8,1369
The Surgeon's Cut,4.5,33
André & his olive tree,5.3,6044
Bobbleheads The Movie,2.3,445
Emicida: AmarElo - It’s All For Yesterday,8.5,1630
Juman,6.9,406085
Mr. Iglesias,7.1,7677
Spirit Riding Free: Ride Along Adventure,6,66
Super Monsters: Santa’s Super Monster Helpers,5.4,47
Triple 9,6.3,75191
100 Days My Prince,7.8,3309
Ava,5.4,60512
Manhunt: Deadly Games,6.4,2556
Room 2806: The Accusation,7,2474
Detention,5.6,16146
Mighty Express: A Mighty Christmas,7.2,29068
Bhaag Beanie Bhaag,3.5,6737
Big Mouth,5.5,1261
Christmas Crossfire,4.8,1532
Leyla Everlasting,3.7,7777
MANK,6.8,79917
The Great British Baking Show: Holidays,8.1,290
You Are My Home,6.5,620
Between Maybes,6.2,217
Break,7.2,195349
Chico Bon Bon and the Very Berry Holiday,6,44
Just Another Christmas,6.7,5154
Must Be... Love,6.5,607
Alien Worlds,4.9,13
Ari Eldjárn: Pardon My Icelandic,7.8,1773
Check The Store Next Door: The Next Chapter,7.6,424
Hazel Brugger: Tropical,6.3,442
3 Days to Kill,6.2,96357
Angela's Christmas Wish,7.1,1667
Angels & Demons,6.7,304164
Chef,7.3,225763
Effie Gray,6,6637
Gormiti,5.8,96732
Ink Master,7.4,4499
Monster House,6.6,132289
Natalie Palamides: Nate - A One Man Show,6.6,398
Octonauts,6.5,168
Peppermint,6.5,68682
Quigley Down Under,6.9,23635
Stargate SG-1,8,7180
The Bachelorette,5.3,48311
The Da Vinci Code,6.6,449892
The Guest,6.7,104275
The Happytime Murders,5.5,29750
The Holiday Movies That Made Us,7.6,7003
The Repair Shop,8.6,7
Finding Agnes,5.1,168
Rust Creek,5.9,12621
Spookley and the Christmas Kittens,4.7,119
The 2nd,7.6,436
The Uncanny Counter,8,9945
Dance Dreams: Hot Chocolate Nutcracker,7.1,378
Don’t Listen,6.1,16130
Fabulous Lives of Bollywood Wives,4.3,10264
Heartbreak High,3,152
Over Christmas,5.5,76
Sugar Rush Christmas,6.9,683
The Beast,6.8,180
The Call,7.1,40064
Fantastica,5.6,237
Larry the Cable Guy: Remain Seated,3.4,12404
Mosul,7.1,29305
Unexpectedly Yours,6.7,201
Ghosts of War,5.6,11427
Great Pretender,5.7,196
Shawn Mendes: Live in Concert,7.3,368
Andhaghaaram,7.5,3961
Andhakaaram,7.5,3961
Before 30,5.6,962
Dragons: Rescue Riders: Huttsgalor Holiday,5.1,147
Hillbilly Elegy,6.7,45057
Notes for My Son,6.4,996
Valentino,6.1,2074
Hard Kill,5.8,31641
Shawn Mendes: In Wonder,6.5,2179
The Suit,7.1,3995
Dolly Parton’s Christmas on the Square,5.2,2937
Machete Kills,5.6,81263
40 Sticks,5.6,133
Alien Xmas,6.2,1454
Flavorful Origins,7.7,718
Heart & Soul,5.7,49227
If Anything Happens I Love You,7.8,19521
The App That Stole Christmas,2.7,755
Black Friday,4.7,6988
Bodyguard,6.3,143555
Break Ke Baad,5.2,4487
Hawaizaada,5.5,2071
My Amnesia Girl,6.6,463
Raman Raghav 2.0,7.3,15612
Singham,6.8,18209
TE3N,7.2,13503
The Princess Switch: Switched Again,5.4,12740
Three Words to Forever,6.9,135
Well Done Abba,7.2,1974
Holiday Home Makeover with Mr. Christmas,5.9,324
Ainu Mosir,6.6,279
Kevin Hart: Zero F**ks Given,6.1,3696
The Boss Baby: Back in Business,5.9,21080
We Are the Champions,7.1,1588
Loving,7,35818
Whose Streets?,6,1392
America's Next Top Model,4.8,27
Beyblade Burst Rise,6,216
Cloudy with a Chance of Meatballs 2,6.3,111145
Hometown Holiday,5,1159
Polly Pocket,7.4,22
The Crown,6.8,97855
Killer Cove,4.4,567
American Horror Story,8,38
Fukrey Boyzzz: Space Mein Fukrapanti,8.2,18
Jingle Jangle: A Christmas Journey,6.5,19761
The Beginning of Life 2: Outside,7.9,25
The Minions of Midas,5.4,7081
A Very Special Love,6.5,424
Ethos,7.4,1245
First Love,4.7,1374
Fruitvale Station,7.5,84617
Graceful Friends,6.8,181
Ludo,7.6,42222
Memories of a Teenager,6.5,1062
Prom Night,3.9,37565
A Queen Is Born,7.6,405990
Aunty Donna's Big Ol' House of Fun,7.9,7020
The Liberator,6.8,5496
Trial 4,6,5
We Are All For The Fatherland,6.2,62
What We Wanted,5.9,1970
A Lion in the House,8.7,372
DASH & LILY,6.4,67
Bakugan: Armored Alliance,4.5,274
Bakugan: Battle Planet,4.5,274
Citation,6.1,1020
Country Ever After,7,184
Girl's Revenge,5.8,271
The Endless Trench,7.2,7063
The Late Bloomer,5.2,10454
Wrong Kind of Black,6.1,9967
A New York Christmas Wedding,6.5,48520
Alone/Together,6.5,545
Carmel: Who Killed Maria Marta?,7,2669
Midnight at the Magnolia,5.8,5945
One More Try,6,224
Operation Christmas Drop,5.8,12475
Paranormal,6.3,250506
A Christmas Catch,5.3,744
Christmas with a Prince,5.3,1907
Love & Anarchy,6.9,15173
Miss India,3.6,2250
Felix Lobrecht: Hype,5.8,314
MOTHER,6.6,241381
The Beginning of Life,7.5,996
Prospect,6.3,32089
60 Days In,5.7,7
Christmas Break-In,6.9,28
Elf Pets: A Fox Cub’s Christmas Tale,5,113
Elf Pets: Santa’s Reindeer Rescue,4.6,125
Elliot the Littlest Reindeer,5,1180
Forged in Fire,8.3,4124
Leah Remini: Scientology and the Aftermath,8.9,6320
LEGO Jurassic World: Legend of Isla Nublar,6.9,363
LEGO Jurassic World: Secret Exhibit,7.8,1543
LEGO Ninjago: Masters of Spinjitzu,6.7,35
LEGO: CITY Adventures,5.8,2642
Little Monsters,6,13845
Mile 22,6.1,84781
Piercing,5.5,8398
Snowden,7.3,159309
The Good Detective,7.6,1275
The Impossible,7.5,234946
The Next Karate Kid,4.5,32986
Voice,6.3,1033
Wheels of Fortune,5.4,949
The 12th Man,7.3,28233
Zumbo's Just Desserts,7.3,172660
Hidden in Plain Sight,6.3,62
His House,6.5,46244
In Line,7.2,110514
Kaali Khuhi,3.6,1360
Kongsuni and Friends,4.6,32
Marvel's Agents of S.H.I.E.L.D.,6.8,658
Rogue City,6.1,9644
Somebody Feed Phil,8.3,6238
Suburra: Blood on Rome,7.9,15704
The Day of the Lord,2.9,329
Pagpag: Nine Lives,5.5,413
Holidate,6.1,73718
Metallica Through The Never,7.1,18023
Nobody Sleeps in the Woods Tonight,4.9,13415
Secrets of the Saqqara Tomb,7.2,7038
Blood of Zeus,7.5,20118
Chico Bon Bon: Monkey with a Tool Belt,6.3,139
Guillermo Vilas: Settling the Score,7.1,715
Sarah Cooper: Everything's Fine,5.5,1815
Black '47,6.8,12701
I Am Woman,6.6,2704
Alice Junior,6.9,614
Barbarians,4.7,2444
Move,6.9,6307
Over the Moon,6.3,24270
Shattered Memories,6.4,28
Stolen Away,7.1,2623
The Queen's Gambit,4.4,12
Bending the Arc,8.1,388
Cadaver,5.2,11734
Exes Baggage,6.5,290
Fisherman's Friends,7,10735
The Hows of Us,6.8,2878
"Yes, God, Yes",6.1,17049
Brave Blue World: Racing to Solve Our Water Crisis,6.7,873
My Next Guest Needs No Introduction With David Letterman,7.9,6088
Rebecca,6,45156
The Magic School Bus Rides Again The Frizz Connection,5.4,50
Tremors: Shrieker Island,5.4,5020
Ghadi,7.3,1211
Heritages,7.6,147
Out of Life,6.8,467
Panoptic,6.4,69
Taxi Ballad,6.3,197
The Kite,7.6,81773
The Little Wars,6.5,562
Under the Bombs,7,1743
Unsolved Mysteries,8.5,557
What Did I Mess,7.1,748
Whispers,4.5,644
Zozo,6.5,3327
ParaNorman,7,107455
Start-Up,6.5,1134
I Am Vengeance: Retaliation,3.5,2240
Disconnect,7.5,77489
In a Valley of Violence,6.1,20280
La Révolution,7.6,1746
The Last Kids on Earth,4.8,8
The Trial of the Chicago 7,7.7,187877
Unfriended,5.6,79604
A Babysitter's Guide to Monster Hunting,5.4,4696
Batman: The Killing Joke,6.4,60239
El-Khawaga's Dilemma,4.7,273
Fireman Sam,4.8,161
Half & Half,7.1,90339
Kartini: Princess of Java,7.6,616
Love Like the Falling Rain,4.8,218
One on One,6.5,1954
Power Rangers Beast Morphers,6.8,744
Rooting for Roona,7,478
Social Distance,7.5,56
A Choo,5.4,438
BLACKPINK: Light Up the Sky,7.3,7157
The Three Deaths of Marisela Escobedo,8.2,1894
Fida,5.4,2841
Octonauts & the Great Barrier Reef,6.5,168
The Cabin with Bert Kreischer,7.7,60
Dil,8.1,74584
Disco Dancer,6.5,1622
Hunterrr,7,6586
Kipo and the Age of Wonderbeasts,8.3,6812
Phir Hera Pheri,7.2,26607
The Legend of Bhagat Singh,8.1,17049
House of the Witch,4.5,93
Deaf U,4.8,116
Ginny Weds Sunny,5.7,5167
My Step Dad: The Hippie,5.2,1887
Super Monsters: Dia de los Monsters,5,39
The Forty-Year-Old Version,7.2,5409
The Haunting of Bly Manor,7.4,117202
Bigflo & Oli: Hip Hop Frenzy,6.7,142
Do Do Sol Sol La La Sol,7.3,2245
Palermo Hollywood,5.3,222
The 100,7.3,86213
Hubie Halloween,5.2,55266
To the Lake,6.7,91413
American Pie 9: Girls' Rules,3.9,10081
Dolly Parton: Here I Am,4.4,2379
StarBeam: Halloween Hero,5.7,16
Walk Away from Love,6.8,118
Bad Boy Billionaires: India,7.9,3347
David Attenborough: A Life on Our Planet,8.9,33703
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",8.6,1596
Good Game: The Beginning,4.5,3295
Pat a Pat Como,7.2,20607
A Chaster Marriage,5.5,1001
DreamWorks Happy Holidays from Madagascar,5.5,54
Emily in Paris,6.9,110911
H2O: Just Add Water,5.6,3180
Òlòtūré,5.6,866
